Timestamp,Real open,Real close
1579204800000,8705.01000000,8744.00000000
1579208400000,8742.94000000,8691.15000000
1579212000000,8691.17000000,8720.38000000
1579215600000,8720.34000000,8720.01000000
1579219200000,8720.15000000,8690.31000000
1579222800000,8690.25000000,8738.51000000
1579226400000,8738.80000000,8757.06000000
1579230000000,8757.29000000,8786.43000000
1579233600000,8786.43000000,8815.29000000
1579237200000,8815.27000000,8891.25000000
1579240800000,8891.25000000,8862.70000000
1579244400000,8862.70000000,8933.95000000
1579248000000,8935.54000000,8928.85000000
1579251600000,8927.71000000,8969.00000000
1579255200000,8969.36000000,8937.00000000
1579258800000,8937.00000000,8903.45000000
1579262400000,8903.53000000,8811.54000000
1579266000000,8808.17000000,8850.99000000
1579269600000,8851.00000000,8778.69000000
1579273200000,8778.69000000,8850.83000000
1579276800000,8851.39000000,8875.96000000
1579280400000,8875.96000000,8890.97000000
1579284000000,8890.04000000,8920.12000000
1579287600000,8920.50000000,8879.71000000
1579291200000,8879.63000000,8879.64000000
1579294800000,8879.74000000,8922.34000000
1579298400000,8922.43000000,8939.59000000
1579302000000,8938.99000000,8913.28000000
1579305600000,8913.27000000,8978.96000000
1579309200000,8979.23000000,8941.33000000
1579312800000,8941.47000000,8921.21000000
1579316400000,8921.17000000,8925.99000000
1579320000000,8926.07000000,8843.82000000
1579323600000,8842.79000000,8845.19000000
1579327200000,8845.53000000,8864.72000000
1579330800000,8863.70000000,8843.63000000
1579334400000,8843.63000000,8856.43000000
1579338000000,8856.43000000,8876.68000000
1579341600000,8876.43000000,8887.09000000
1579345200000,8887.18000000,8879.79000000
1579348800000,8879.29000000,8909.18000000
1579352400000,8910.00000000,8919.97000000
1579356000000,8919.94000000,8922.59000000
1579359600000,8922.61000000,8903.26000000
1579363200000,8903.27000000,8883.26000000
1579366800000,8882.74000000,8904.96000000
1579370400000,8904.92000000,8886.79000000
1579374000000,8886.79000000,8907.93000000
1579377600000,8907.79000000,8907.58000000
1579381200000,8907.58000000,8920.27000000
1579384800000,8920.29000000,8954.26000000
1579388400000,8954.25000000,8915.96000000
1579392000000,8915.09000000,8972.78000000
1579395600000,8974.49000000,9146.02000000
1579399200000,9146.91000000,9156.54000000
1579402800000,9156.61000000,9157.61000000
1579406400000,9157.74000000,9149.00000000
1579410000000,9148.99000000,9131.14000000
1579413600000,9129.98000000,9073.12000000
1579417200000,9074.72000000,9084.36000000
1579420800000,9083.80000000,9103.17000000
1579424400000,9103.16000000,9061.03000000
1579428000000,9060.02000000,9038.69000000
1579431600000,9038.69000000,8681.44000000
1579435200000,8681.16000000,8628.02000000
1579438800000,8628.00000000,8629.00000000
1579442400000,8630.00000000,8617.10000000
1579446000000,8617.10000000,8631.95000000
1579449600000,8630.98000000,8644.84000000
1579453200000,8644.91000000,8658.74000000
1579456800000,8658.62000000,8650.82000000
1579460400000,8650.78000000,8645.57000000
1579464000000,8646.67000000,8647.63000000
1579467600000,8646.67000000,8722.13000000
1579471200000,8722.15000000,8643.47000000
1579474800000,8643.44000000,8701.70000000
1579478400000,8701.72000000,8665.21000000
1579482000000,8664.66000000,8650.49000000
1579485600000,8650.79000000,8658.23000000
1579489200000,8658.82000000,8667.56000000
1579492800000,8667.64000000,8641.42000000
1579496400000,8641.28000000,8674.21000000
1579500000000,8675.20000000,8684.07000000
1579503600000,8682.21000000,8665.14000000
1579507200000,8665.24000000,8640.80000000
1579510800000,8642.04000000,8660.90000000
1579514400000,8660.90000000,8653.65000000
1579518000000,8651.73000000,8615.25000000
1579521600000,8615.71000000,8583.09000000
1579525200000,8583.24000000,8606.61000000
1579528800000,8606.61000000,8660.56000000
1579532400000,8661.16000000,8675.38000000
1579536000000,8675.45000000,8668.51000000
1579539600000,8668.30000000,8641.80000000
1579543200000,8641.79000000,8664.84000000
1579546800000,8664.86000000,8673.67000000
1579550400000,8673.51000000,8676.07000000
1579554000000,8676.08000000,8692.76000000
1579557600000,8692.44000000,8654.85000000
1579561200000,8654.83000000,8642.35000000
1579564800000,8642.35000000,8644.52000000
1579568400000,8644.53000000,8656.19000000
1579572000000,8656.31000000,8665.66000000
1579575600000,8665.75000000,8674.10000000
1579579200000,8674.09000000,8670.83000000
1579582800000,8671.02000000,8660.09000000
1579586400000,8660.37000000,8649.34000000
1579590000000,8649.97000000,8634.70000000
1579593600000,8634.16000000,8658.59000000
1579597200000,8658.59000000,8630.21000000
1579600800000,8630.08000000,8659.23000000
1579604400000,8659.38000000,8656.76000000
1579608000000,8656.76000000,8661.04000000
1579611600000,8661.39000000,8662.35000000
1579615200000,8662.35000000,8654.86000000
1579618800000,8653.27000000,8645.06000000
1579622400000,8645.10000000,8644.48000000
1579626000000,8644.10000000,8648.50000000
1579629600000,8648.82000000,8634.05000000
1579633200000,8634.05000000,8531.86000000
1579636800000,8530.75000000,8718.71000000
1579640400000,8719.98000000,8729.98000000
1579644000000,8731.89000000,8729.11000000
1579647600000,8728.80000000,8736.03000000
1579651200000,8736.04000000,8739.00000000
1579654800000,8739.03000000,8728.77000000
1579658400000,8728.77000000,8719.67000000
1579662000000,8719.52000000,8715.77000000
1579665600000,8715.00000000,8740.00000000
1579669200000,8740.00000000,8719.12000000
1579672800000,8720.23000000,8754.06000000
1579676400000,8753.66000000,8740.27000000
1579680000000,8740.49000000,8678.69000000
1579683600000,8678.67000000,8686.28000000
1579687200000,8684.56000000,8663.36000000
1579690800000,8662.90000000,8659.87000000
1579694400000,8659.00000000,8664.50000000
1579698000000,8664.50000000,8645.00000000
1579701600000,8645.01000000,8654.24000000
1579705200000,8654.24000000,8655.37000000
1579708800000,8655.32000000,8686.43000000
1579712400000,8689.62000000,8692.70000000
1579716000000,8692.70000000,8669.56000000
1579719600000,8669.19000000,8670.39000000
1579723200000,8670.00000000,8666.32000000
1579726800000,8666.30000000,8661.00000000
1579730400000,8660.99000000,8657.32000000
1579734000000,8657.12000000,8682.36000000
1579737600000,8682.77000000,8662.58000000
1579741200000,8662.58000000,8599.96000000
1579744800000,8599.26000000,8610.63000000
1579748400000,8610.45000000,8597.23000000
1579752000000,8598.00000000,8590.97000000
1579755600000,8590.40000000,8562.88000000
1579759200000,8562.88000000,8535.16000000
1579762800000,8535.03000000,8581.75000000
1579766400000,8581.71000000,8511.00000000
1579770000000,8511.00000000,8440.84000000
1579773600000,8440.84000000,8445.00000000
1579777200000,8445.00000000,8423.00000000
1579780800000,8422.98000000,8420.48000000
1579784400000,8421.51000000,8350.00000000
1579788000000,8350.00000000,8363.00000000
1579791600000,8363.00000000,8359.42000000
1579795200000,8357.81000000,8354.71000000
1579798800000,8354.85000000,8325.75000000
1579802400000,8325.28000000,8339.46000000
1579806000000,8340.87000000,8370.98000000
1579809600000,8369.90000000,8372.39000000
1579813200000,8372.49000000,8395.27000000
1579816800000,8394.53000000,8402.74000000
1579820400000,8403.53000000,8404.52000000
1579824000000,8404.52000000,8409.00000000
1579827600000,8409.00000000,8360.06000000
1579831200000,8359.46000000,8300.76000000
1579834800000,8301.58000000,8320.57000000
1579838400000,8320.59000000,8306.74000000
1579842000000,8307.86000000,8321.86000000
1579845600000,8320.94000000,8345.66000000
1579849200000,8346.03000000,8340.00000000
1579852800000,8338.53000000,8332.51000000
1579856400000,8332.56000000,8260.23000000
1579860000000,8260.20000000,8245.47000000
1579863600000,8245.45000000,8412.77000000
1579867200000,8413.42000000,8439.10000000
1579870800000,8436.53000000,8466.27000000
1579874400000,8466.89000000,8468.24000000
1579878000000,8468.52000000,8506.44000000
1579881600000,8507.80000000,8459.10000000
1579885200000,8459.10000000,8472.41000000
1579888800000,8472.85000000,8485.75000000
1579892400000,8485.54000000,8498.76000000
1579896000000,8498.50000000,8486.63000000
1579899600000,8486.63000000,8509.36000000
1579903200000,8508.84000000,8466.99000000
1579906800000,8465.35000000,8439.00000000
1579910400000,8438.99000000,8309.50000000
1579914000000,8309.51000000,8286.29000000
1579917600000,8286.27000000,8325.17000000
1579921200000,8325.56000000,8297.62000000
1579924800000,8298.08000000,8318.38000000
1579928400000,8318.25000000,8330.01000000
1579932000000,8330.00000000,8329.99000000
1579935600000,8330.00000000,8316.20000000
1579939200000,8316.72000000,8362.46000000
1579942800000,8362.46000000,8348.65000000
1579946400000,8348.65000000,8329.93000000
1579950000000,8329.79000000,8316.44000000
1579953600000,8316.44000000,8292.31000000
1579957200000,8291.11000000,8324.26000000
1579960800000,8324.26000000,8316.70000000
1579964400000,8317.50000000,8335.14000000
1579968000000,8334.60000000,8349.65000000
1579971600000,8350.00000000,8339.84000000
1579975200000,8337.38000000,8341.03000000
1579978800000,8340.90000000,8362.91000000
1579982400000,8362.25000000,8368.25000000
1579986000000,8368.98000000,8391.00000000
1579989600000,8391.00000000,8359.79000000
1579993200000,8359.47000000,8340.58000000
1579996800000,8340.01000000,8325.95000000
1580000400000,8326.49000000,8343.88000000
1580004000000,8343.90000000,8324.69000000
1580007600000,8324.77000000,8368.82000000
1580011200000,8368.21000000,8367.17000000
1580014800000,8367.11000000,8377.28000000
1580018400000,8378.21000000,8354.68000000
1580022000000,8356.24000000,8385.17000000
1580025600000,8384.85000000,8417.97000000
1580029200000,8417.20000000,8419.97000000
1580032800000,8419.97000000,8446.55000000
1580036400000,8446.54000000,8479.15000000
1580040000000,8479.15000000,8457.27000000
1580043600000,8457.24000000,8454.21000000
1580047200000,8455.10000000,8454.48000000
1580050800000,8454.48000000,8459.67000000
1580054400000,8459.66000000,8503.00000000
1580058000000,8503.36000000,8578.86000000
1580061600000,8578.85000000,8580.03000000
1580065200000,8578.69000000,8569.10000000
1580068800000,8566.99000000,8568.23000000
1580072400000,8569.83000000,8600.84000000
1580076000000,8600.88000000,8577.67000000
1580079600000,8576.54000000,8615.00000000
1580083200000,8614.39000000,8667.29000000
1580086800000,8666.84000000,8661.40000000
1580090400000,8661.42000000,8655.49000000
1580094000000,8656.14000000,8670.10000000
1580097600000,8670.11000000,8647.64000000
1580101200000,8647.59000000,8653.30000000
1580104800000,8653.36000000,8665.67000000
1580108400000,8666.55000000,8658.01000000
1580112000000,8658.01000000,8609.86000000
1580115600000,8609.24000000,8641.99000000
1580119200000,8642.24000000,8634.13000000
1580122800000,8634.13000000,8735.67000000
1580126400000,8735.67000000,8746.46000000
1580130000000,8746.13000000,8739.60000000
1580133600000,8739.60000000,8756.47000000
1580137200000,8756.44000000,8779.67000000
1580140800000,8779.68000000,8791.50000000
1580144400000,8791.50000000,8767.06000000
1580148000000,8767.29000000,8883.05000000
1580151600000,8884.51000000,8932.12000000
1580155200000,8932.11000000,8986.71000000
1580158800000,8986.44000000,8964.85000000
1580162400000,8964.73000000,8902.45000000
1580166000000,8903.99000000,8907.57000000
1580169600000,8907.57000000,9069.31000000
1580173200000,9069.29000000,9132.96000000
1580176800000,9132.96000000,9119.79000000
1580180400000,9119.74000000,9111.95000000
1580184000000,9111.59000000,9054.95000000
1580187600000,9054.96000000,9059.10000000
1580191200000,9058.12000000,9016.30000000
1580194800000,9016.28000000,9039.92000000
1580198400000,9039.68000000,8988.50000000
1580202000000,8988.57000000,8975.17000000
1580205600000,8975.17000000,9019.17000000
1580209200000,9019.17000000,9082.13000000
1580212800000,9081.34000000,9049.11000000
1580216400000,9049.12000000,9086.36000000
1580220000000,9086.45000000,9033.93000000
1580223600000,9035.43000000,9024.58000000
1580227200000,9025.47000000,8969.18000000
1580230800000,8967.85000000,8983.03000000
1580234400000,8983.05000000,8998.63000000
1580238000000,8998.69000000,9010.86000000
1580241600000,9010.23000000,9061.50000000
1580245200000,9061.50000000,9050.64000000
1580248800000,9050.19000000,9133.00000000
1580252400000,9133.00000000,9374.21000000
1580256000000,9375.34000000,9331.15000000
1580259600000,9331.33000000,9344.24000000
1580263200000,9344.24000000,9323.11000000
1580266800000,9324.05000000,9343.50000000
1580270400000,9343.75000000,9333.79000000
1580274000000,9333.49000000,9355.07000000
1580277600000,9354.95000000,9332.74000000
1580281200000,9333.09000000,9365.00000000
1580284800000,9365.00000000,9387.11000000
1580288400000,9387.52000000,9332.48000000
1580292000000,9332.48000000,9407.93000000
1580295600000,9405.35000000,9303.15000000
1580299200000,9303.16000000,9280.06000000
1580302800000,9279.77000000,9324.07000000
1580306400000,9324.07000000,9329.08000000
1580310000000,9329.48000000,9285.01000000
1580313600000,9285.00000000,9361.20000000
1580317200000,9361.21000000,9343.81000000
1580320800000,9343.81000000,9372.32000000
1580324400000,9372.31000000,9393.98000000
1580328000000,9393.73000000,9386.46000000
1580331600000,9386.30000000,9377.99000000
1580335200000,9377.99000000,9341.99000000
1580338800000,9342.00000000,9301.53000000
1580342400000,9301.57000000,9278.29000000
1580346000000,9278.29000000,9296.36000000
1580349600000,9296.26000000,9252.00000000
1580353200000,9252.01000000,9280.30000000
1580356800000,9281.63000000,9329.50000000
1580360400000,9329.51000000,9318.00000000
1580364000000,9318.00000000,9325.32000000
1580367600000,9327.29000000,9391.02000000
1580371200000,9391.55000000,9374.02000000
1580374800000,9374.03000000,9364.49000000
1580378400000,9364.49000000,9334.27000000
1580382000000,9335.13000000,9338.21000000
1580385600000,9338.21000000,9375.58000000
1580389200000,9375.33000000,9386.97000000
1580392800000,9388.50000000,9349.82000000
1580396400000,9349.82000000,9386.88000000
1580400000000,9385.41000000,9370.93000000
1580403600000,9370.93000000,9468.50000000
1580407200000,9468.50000000,9499.28000000
1580410800000,9499.31000000,9506.82000000
1580414400000,9506.32000000,9575.38000000
1580418000000,9575.22000000,9566.05000000
1580421600000,9565.99000000,9563.69000000
1580425200000,9563.69000000,9513.21000000
1580428800000,9511.52000000,9473.87000000
1580432400000,9473.67000000,9478.47000000
1580436000000,9478.48000000,9444.35000000
1580439600000,9444.34000000,9444.00000000
1580443200000,9444.69000000,9416.12000000
1580446800000,9416.51000000,9345.53000000
1580450400000,9345.53000000,9379.32000000
1580454000000,9379.00000000,9374.56000000
1580457600000,9375.50000000,9378.30000000
1580461200000,9378.30000000,9359.61000000
1580464800000,9361.61000000,9344.57000000
1580468400000,9343.83000000,9328.41000000
1580472000000,9328.39000000,9282.33000000
1580475600000,9283.19000000,9271.85000000
1580479200000,9271.50000000,9263.18000000
1580482800000,9264.04000000,9339.19000000
1580486400000,9339.19000000,9287.80000000
1580490000000,9288.84000000,9282.50000000
1580493600000,9282.63000000,9318.67000000
1580497200000,9318.96000000,9302.67000000
1580500800000,9303.72000000,9321.00000000
1580504400000,9321.00000000,9366.24000000
1580508000000,9366.24000000,9402.42000000
1580511600000,9401.63000000,9352.89000000
1580515200000,9351.71000000,9383.07000000
1580518800000,9383.35000000,9429.86000000
1580522400000,9428.55000000,9441.88000000
1580526000000,9441.42000000,9432.33000000
1580529600000,9431.75000000,9401.42000000
1580533200000,9402.20000000,9381.12000000
1580536800000,9381.13000000,9398.01000000
1580540400000,9397.54000000,9423.01000000
1580544000000,9423.02000000,9384.62000000
1580547600000,9385.10000000,9387.87000000
1580551200000,9387.44000000,9379.55000000
1580554800000,9379.55000000,9354.66000000
1580558400000,9354.65000000,9312.06000000
1580562000000,9311.64000000,9345.35000000
1580565600000,9345.19000000,9350.08000000
1580569200000,9350.00000000,9333.91000000
1580572800000,9333.73000000,9405.80000000
1580576400000,9405.86000000,9381.48000000
1580580000000,9381.51000000,9390.30000000
1580583600000,9390.55000000,9367.09000000
1580587200000,9367.76000000,9381.43000000
1580590800000,9381.43000000,9379.99000000
1580594400000,9379.40000000,9377.87000000
